price,sqft_living,sqft_lot,sqft_above,bedrooms,bathrooms,floors,grade,condition,view,waterfront,sqft_basement,BR/BTH,FAR,yard,Living_Space_VS_Bedroom,yr_built,yr_renovated,yr_built_pd,renovated,yr_renovated_pd,built_and_renovated
221900.0,1180,5650,1180,3,1.0,1.0,7,2,0,0,0,3.0,0.2088495575221239,4470.0,393.3333333333333,1955,0.0,6,0,1,60
538000.0,2570,7242,2170,3,2.25,2.0,7,2,0,0,400,1.3333333333333333,0.3548743441038387,6157.0,723.3333333333334,1951,1991.0,6,1,8,18
180000.0,770,10000,770,2,1.0,1.0,6,2,0,0,0,2.0,0.077,9230.0,385.0,1933,0.0,4,0,1,40
604000.0,1960,5000,1050,4,3.0,1.0,7,4,0,0,910,1.3333333333333333,0.392,3950.0,262.5,1965,0.0,7,0,1,70
510000.0,1680,8080,1680,3,2.0,1.0,8,2,0,0,0,1.5,0.2079207920792079,6400.0,560.0,1987,0.0,9,0,1,90
1230000.0,5420,101930,3890,4,4.5,1.0,11,2,0,0,1530,0.8888888888888888,0.05317374668890415,98040.0,972.5,2001,0.0,11,0,1,110
257500.0,1715,6819,1715,3,2.25,2.0,7,2,0,0,0,1.3333333333333333,0.2515031529549787,5961.5,571.6666666666666,1995,0.0,10,0,1,100
291850.0,1060,9711,1060,3,1.5,1.0,7,2,0,0,0,2.0,0.10915456698589229,8651.0,353.3333333333333,1963,0.0,7,0,1,70
229500.0,1780,7470,1050,3,1.0,1.0,7,2,0,0,730,3.0,0.23828647925033467,6420.0,350.0,1960,0.0,6,0,1,60
323000.0,1890,6560,1890,3,2.5,2.0,7,2,0,0,0,1.2,0.28810975609756095,5615.0,630.0,2003,0.0,11,0,1,110
662500.0,3560,9796,1860,3,2.5,1.0,8,2,0,0,1700,1.2,0.3634136382196815,7936.0,620.0,1965,0.0,7,0,1,70
468000.0,1160,6000,860,2,1.0,1.0,7,3,0,0,300,2.0,0.19333333333333333,5140.0,430.0,1942,0.0,5,0,1,50
310000.0,1430,19901,1430,3,1.0,1.5,7,3,0,0,0,3.0,0.07185568564393749,18947.666666666668,476.6666666666667,1927,0.0,3,0,1,30
400000.0,1370,9680,1370,3,1.75,1.0,7,3,0,0,0,1.7142857142857142,0.1415289256198347,8310.0,456.6666666666667,1977,0.0,8,0,1,80
530000.0,1810,4850,1810,5,2.0,1.5,7,2,0,0,0,2.5,0.3731958762886598,3643.333333333333,362.0,1900,0.0,1,0,1,10
650000.0,2950,5000,1980,4,3.0,2.0,9,2,3,0,970,1.3333333333333333,0.59,4010.0,495.0,1979,0.0,8,0,1,80
395000.0,1890,14040,1890,3,2.0,2.0,7,2,0,0,0,1.5,0.1346153846153846,13095.0,630.0,1994,0.0,10,0,1,100
485000.0,1600,4300,1600,4,1.0,1.5,7,3,0,0,0,4.0,0.37209302325581395,3233.333333333333,400.0,1916,0.0,2,0,1,20
189000.0,1200,9850,1200,2,1.0,1.0,7,3,0,0,0,2.0,0.1218274111675127,8650.0,600.0,1921,0.0,3,0,1,30
230000.0,1250,9774,1250,3,1.0,1.0,7,3,0,0,0,3.0,0.127890321260487,8524.0,416.6666666666667,1969,0.0,7,0,1,70
385000.0,1620,4980,860,4,1.75,1.0,7,3,0,0,760,2.2857142857142856,0.3253012048192771,4120.0,215.0,1947,0.0,5,0,1,50
2000000.0,3050,44867,2330,3,2.75,1.0,9,2,4,0,720,1.0909090909090908,0.06797869258029286,42537.0,776.6666666666666,1968,0.0,7,0,1,70
285000.0,2270,6300,2270,5,2.5,2.0,8,2,0,0,0,2.0,0.3603174603174603,5165.0,454.0,1995,0.0,10,0,1,100
252700.0,1070,9643,1070,2,1.5,1.0,7,2,0,0,0,1.3333333333333333,0.11096131909156902,8573.0,535.0,1985,0.0,9,0,1,90
329000.0,2450,6500,2450,3,2.25,2.0,8,3,0,0,0,1.3333333333333333,0.3769230769230769,5275.0,816.6666666666666,1985,0.0,9,0,1,90
233000.0,1710,4697,1710,3,2.0,1.5,6,4,0,0,0,1.5,0.3640621673408559,3557.0,570.0,1941,0.0,5,0,1,50
937000.0,2450,2691,1750,3,1.75,2.0,8,2,0,0,700,1.7142857142857142,0.9104422147900408,1816.0,583.3333333333334,1915,0.0,2,0,1,20
667000.0,1400,1581,1400,3,1.0,1.5,8,4,0,0,0,3.0,0.8855154965211891,647.6666666666666,466.6666666666667,1909,0.0,1,0,1,10
438000.0,1520,6380,790,3,1.75,1.0,7,2,0,0,730,1.7142857142857142,0.23824451410658307,5590.0,263.3333333333333,1948,0.0,5,0,1,50
719000.0,2570,7173,2570,4,2.5,2.0,8,2,0,0,0,1.6,0.35828802453645614,5888.0,642.5,2005,0.0,11,0,1,110
580500.0,2320,3980,2320,3,2.5,2.0,8,2,0,0,0,1.2,0.5829145728643216,2820.0,773.3333333333334,2003,0.0,11,0,1,110
280000.0,1190,1265,1190,2,1.5,3.0,7,2,0,0,0,1.3333333333333333,0.9407114624505929,868.3333333333333,595.0,2005,0.0,11,0,1,110
687500.0,2330,5000,1510,4,1.75,1.5,7,3,0,0,820,2.2857142857142856,0.466,3993.3333333333335,377.5,1929,0.0,3,0,1,30
535000.0,1090,3000,1090,3,1.0,1.5,8,3,0,0,0,3.0,0.36333333333333334,2273.3333333333335,363.3333333333333,1929,0.0,3,0,1,30
322500.0,2060,6659,1280,4,2.75,1.0,7,2,0,0,780,1.4545454545454546,0.30935575912299146,5379.0,320.0,1981,0.0,9,0,1,90
696000.0,2300,3060,1510,3,2.5,1.5,8,2,0,0,790,1.2,0.7516339869281046,2053.3333333333335,503.3333333333333,1930,2002.0,3,1,9,6
550000.0,1660,34848,930,4,1.0,1.0,5,0,0,0,730,4.0,0.04763544536271809,33918.0,232.5,1933,0.0,4,0,1,40
640000.0,2360,6000,2360,4,2.0,2.0,8,3,0,0,0,2.0,0.3933333333333333,4820.0,590.0,1904,0.0,1,0,1,10
240000.0,1220,8075,890,4,1.0,1.0,7,1,0,0,330,4.0,0.15108359133126936,7185.0,222.5,1969,0.0,7,0,1,70
605000.0,2620,7553,2620,4,2.5,2.0,8,2,0,0,0,1.6,0.3468820336290216,6243.0,655.0,1996,0.0,10,0,1,100
625000.0,2570,5520,2570,4,2.5,2.0,9,2,0,0,0,1.6,0.46557971014492755,4235.0,642.5,2000,0.0,10,0,1,100
775000.0,4220,24186,2600,4,2.25,1.0,8,2,0,0,1620,1.7777777777777777,0.17448110477135534,21586.0,650.0,1984,0.0,9,0,1,90
861990.0,3595,5639,3595,5,2.75,2.0,9,2,0,0,0,1.8181818181818181,0.6375243837559851,3841.5,719.0,2014,0.0,12,0,1,120
685000.0,1570,2280,1570,3,1.0,2.0,7,2,0,0,0,3.0,0.6885964912280702,1495.0,523.3333333333334,1922,0.0,3,0,1,30
309000.0,1280,9656,920,3,1.0,1.0,6,3,0,0,360,3.0,0.13256006628003314,8736.0,306.6666666666667,1959,0.0,6,0,1,60
488000.0,3160,13603,3160,3,2.5,2.0,8,2,0,0,0,1.2,0.2323016981548188,12023.0,1053.3333333333333,2003,0.0,11,0,1,110
210490.0,990,8528,990,3,1.0,1.0,6,2,0,0,0,3.0,0.11608818011257035,7538.0,330.0,1966,0.0,7,0,1,70
785000.0,2290,13416,2290,4,2.5,2.0,9,3,0,0,0,1.6,0.1706917113893858,12271.0,572.5,1981,0.0,9,0,1,90
450000.0,1250,5963,1250,3,1.75,1.0,7,3,0,0,0,1.7142857142857142,0.20962602716753312,4713.0,416.6666666666667,1953,0.0,6,0,1,60
1350000.0,2753,65005,2165,3,2.5,1.0,9,4,2,1,588,1.2,0.04235058841627567,62840.0,721.6666666666666,1953,0.0,6,0,1,60
228000.0,1190,9199,1190,3,1.0,1.0,7,2,0,0,0,3.0,0.129361887161648,8009.0,396.6666666666667,1955,0.0,6,0,1,60
345000.0,3150,9134,1640,5,2.5,1.0,8,3,0,0,1510,2.0,0.3448653382964747,7494.0,328.0,1966,0.0,7,0,1,70
600000.0,1410,4080,1000,3,1.75,1.0,7,3,0,0,410,1.7142857142857142,0.34558823529411764,3080.0,333.3333333333333,1950,0.0,5,0,1,50
585000.0,1980,8550,990,2,1.75,1.0,7,2,0,0,990,1.1428571428571428,0.23157894736842105,7560.0,495.0,1981,0.0,9,0,1,90
920000.0,2730,6000,2130,5,2.25,1.5,8,2,0,0,600,2.2222222222222223,0.455,4580.0,426.0,1927,0.0,3,0,1,30
885000.0,2830,5000,2830,4,2.5,2.0,9,2,0,0,0,1.6,0.566,3585.0,707.5,1995,0.0,10,0,1,100
292500.0,2250,4495,2250,4,2.5,2.0,7,2,0,0,0,1.6,0.5005561735261401,3370.0,562.5,2008,0.0,11,0,1,110
